worksheet,item,count,item_location,invoice_no,description,agency,pc,peripherals,status,item_user,item_value,purchase_date,install_date,currency,
6,Laptop,21,NBO,,HP ELITEBOOK 8470P,,CNU3019XTW,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,22,NBO,,HP ELITEBOOK 8470P,,CNU3019XTT,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,23,NBO,,HP ELITEBOOK 8470P,,CNU3019XTP,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,24,NBO,,HP ELITEBOOK 8470P,,CNU3019XV0,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,25,NBO,,HP ELITEBOOK 8470P,,CNU3019XTL,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,26,NBO,,HP ELITEBOOK 8470P,,CNU3019XTG,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,27,NBO,,HP ELITEBOOK 8470P,,CNU3019QR0,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,28,NBO,,HP ELITEBOOK 8470P,,CNU3019XTJ,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,29,NBO,,HP ELITEBOOK 8470P,,CNU3019XV5,,Collected by Travelport,,1,380,05/03/13,,USD
6,Laptop,30,NBO,,HP ELITEBOOK 8470P,,CNU3019XV2,,Collected by Travelport,,1,380,05/03/13,,USD
7,Desktop,1,,,Dell Pc OPT 390,ACACIA SAFARIS,JPHQ95J,CN02N00N6418022A10RU,Deployed,,475,04/26/12,,USD,
7,Desktop,2,,,Dell Pc OPT 390,AFRICA POINT,4QHQ95J,CN02N00N6418022A168U,Deployed,,475,04/26/12,,USD,
7,Desktop,3,,,Dell Pc OPT 390,AFRICAN TOUCH SAFARIS,386W95J,CN02N00N6418022A0GKU,Deployed,,475,04/26/12,,USD,
7,Desktop,4,,,Dell Pc OPT 390,AFRICAN TOUCH SAFARIS,C98W95J,CN02N00N6418022A13VU,Deployed,,475,04/26/12,,USD,
7,Desktop,5,,,Dell Pc OPT 390,AFRICAN TOUCH SAFARIS KSM,2J8W95J,CN02N00N6418022A0YFU,Deployed,,475,04/26/12,,USD,
7,Desktop,6,,,Dell Pc OPT 390,AFRICAN TOUCH SAFARIS KSM,8KHQ95J,CN02N00N6418022A1JAV,Deployed,,475,04/26/12,,USD,
7,Desktop,7,,,Dell Pc OPT 390,AFRICAN TOUCH SAFARIS KSM,F78W95J,CN02N00N6418022A1G9U,Deployed,,475,04/26/12,,USD,
7,Desktop,8,,,Dell Pc OPT 390,AFRICAN TROPICAL SAFARIS,236W95J,CN02N00N6418022AOEZU,Deployed,,475,04/26/12,,USD,
7,Desktop,9,,,Dell Pc OPT 390,AFRICAN TROPICAL SAFARIS,8G8W95J,CN02N00N6418022A145U,Deployed,,475,04/26/12,,USD,
7,Desktop,10,,,Dell Pc OPT 390,AIR MASTERS LTD,J88W95J,CN02N00N6418022A0FPU,Deployed,,475,04/26/12,,USD,
7,Desktop,11,,,Dell Pc OPT 390,AKARIM,616W95J,CN02N00N6418022A135U,Deployed,,475,04/26/12,,USD,
7,Desktop,12,,,Dell Pc OPT 390,AKARIM,626W95J,CN02N00N6418022A142U,Deployed,,475,04/26/12,,USD,
7,Desktop,13,,,Dell Pc OPT 390,AKARIM,736W95J,CN02N00N6418022A1GNU,Deployed,,475,04/26/12,,USD,
7,Desktop,14,,,Dell Pc OPT 390,AKARIM,CB8W95J,CN02N00N6418022A1A8U,Deployed,,475,04/26/12,,USD,
7,Desktop,15,,,Dell Pc OPT 390,AKARIM,DKHQ95J,CN02N00N6418022A1FUU,Deployed,,475,04/26/12,,USD,
7,Desktop,16,,,Dell Pc OPT 390,AKARIM AGENCIES-KICC,4B8W95J,CN02N00N6418022A0ZJU,Deployed,,475,04/26/12,,USD,
7,Desktop,17,,,Dell Pc OPT 390,AKARIM KPA,116W95J,CN02N00N6418022A161U,Deployed,,475,04/26/12,,USD,
7,Desktop,18,,,Dell Pc OPT 390,AKARIM KPA,5J8W95J,CN02N00N6418022A0EKU,Deployed,,475,04/26/12,,USD,
7,Desktop,19,,,Dell Pc OPT 390,AKARIM KPA,6L8W95J,CN02N00N6418022A10AU,Deployed,,475,04/26/12,,USD,
7,Desktop,20,,,Dell Pc OPT 390,AMAZING TOURS & TRAVEL LTD,6H8W95J,CN02N00N6418022A0WBU,Deployed,,475,04/26/12,,USD,
7,Desktop,21,,,Dell Pc OPT 390,AMAZING TOURS & TRAVEL LTD,6MHQ95J,CN02N00N6418022A0DVU,Deployed,,475,04/26/12,,USD,
7,Desktop,22,,,Dell Pc OPT 390,AMAZING TOURS & TRAVEL LTD,F16W95J,CN02N00N6418022A0G8U,Deployed,,475,04/26/12,,USD,
7,Desktop,23,,,Dell Pc OPT 390,AMEET TRAVEL & TOURS LTD,906W95J,CN02N00N6418022A19FU,Deployed,,475,04/26/12,,USD,
7,Desktop,24,,,Dell Pc OPT 390,AMEET TRAVEL & TOURS LTD,9J8W95J,CN02N00N6418022A13LU,Deployed,,475,04/26/12,,USD,
7,Desktop,25,,,Dell Pc OPT 390,BARBRA TRAVEL LTD,898W95J,CN02N00N6418022A1CBU,Deployed,,475,04/26/12,,USD,
7,Desktop,26,,,Dell Pc OPT 390,BARBRA TRAVEL LTD,D76W95J,CN02N00N6418022A1ACU,Deployed,,475,04/26/12,,USD,
7,Desktop,27,,,Dell Pc OPT 390,BARBRA TRAVEL LTD,GPHQ95J,CN02N00N6418022A1G6U,Deployed,,475,04/26/12,,USD,
7,Desktop,28,,,Dell Pc OPT 390,BASEL TRAVELS,7G8W95J,CN02N00N6418022A0EHU,Deployed,,475,04/26/12,,USD,
7,Desktop,29,,,Dell Pc OPT 390,BESTIMES TRAVEL & TOURS CO.LTD,FF8W95J,CN02N00N6418022A1HTU,Deployed,,475,04/26/12,,USD,
7,Desktop,30,,,Dell Pc OPT 390,BOMA HOLIDAYS,4K8W95J,CN02N00N6418022A132U,Deployed,,475,04/26/12,,USD,
7,Desktop,31,,,Dell Pc OPT 390,BOMA HOLIDAYS,B36W95J,CN02N00N6418022A1FZU,Deployed,,475,04/26/12,,USD,
7,Desktop,32,,,Dell Pc OPT 390,BOMA HOLIDAYS,FH8W95J,CN02N00N6418022A1JDU,Deployed,,475,04/26/12,,USD,
7,Desktop,33,,,Dell Pc OPT 390,BOMA TRAVEL SERVICES,4C8W95J,CN02NOON6418022A1GPU,Deployed,,475,04/26/12,,USD,
7,Desktop,34,,,Dell Pc OPT 390,BOMA TRAVEL SERVICES,GJHQ95J,CN02N00N6418022A13TU,Deployed,,475,04/26/12,,USD,
7,Desktop,35,,,Dell Pc OPT 390,BOMA TRAVEL SERVICES,JG8W95J,CN02N00N6418022A1HUU,Deployed,,475,04/26/12,,USD,
7,Desktop,36,,,Dell Pc OPT 390,BRIDGING THE WORLD TRAVEL,HPHQ95J,CN02N00N6418022A0E9U,Deployed,,475,04/26/12,,USD,
7,Desktop,37,,,Dell Pc OPT 390,BRIGHTWAYS TRAVEL,5QHQ95J,CNO2NOON6418022A165U,Deployed,,475,04/26/12,,USD,
7,Desktop,38,,,Dell Pc OPT 390,BRIGHTWAYS TRAVEL,7MHQ95J,CNO2NOON6418022A1J9U,Deployed,,475,04/26/12,,USD,
7,Desktop,39,,,Dell Pc OPT 390,BRIGHTWAYS TRAVEL,D86W95J,CN02N00N6418022A19GU,Deployed,,475,04/26/12,,USD,
7,Desktop,40,,,Dell Pc OPT 390,BRIGHTWAYS TRAVEL,F76W95J,CNO2NOON6418022A13PU,Deployed,,475,04/26/12,,USD,
7,Desktop,41,,,Dell Pc OPT 390,BUNSON,2G8W95J,CN02N00N6418022A0FZU,Deployed,,475,04/26/12,,USD,
7,Desktop,42,,,Dell Pc OPT 390,BUNSON,3G8W95J,CN02N00N6418022A1GAU,Deployed,,475,04/26/12,,USD,
7,Desktop,43,,,Dell Pc OPT 390,BUNSON,5C8W95J,CN02N00N6418022A12WU,Deployed,,475,04/26/12,,USD,
7,Desktop,44,,,Dell Pc OPT 390,BUNSON,HF8W95J,CN02N00N6418022A10LU,Deployed,,475,04/26/12,,USD,
7,Desktop,45,,,Dell Pc OPT 390,BUNSON TRAVEL PARKPLACE,,CN0MC04064180646088C,Deployed,,475,04/26/12,,USD,
7,Desktop,46,,,Dell Pc OPT 390,BUNSONS WORLDBANK,CL8W95J,CN02N00N6418022A0EQU,Deployed,,475,04/26/12,,USD,
7,Desktop,47,,,Dell Pc OPT 390,BUSH BLAZERS,5PHQ95J,CN02N00N6418022A10KU,Deployed,,475,04/26/12,,USD,
7,Desktop,48,,,Dell Pc OPT 390,CATALYST TRAVEL,3B8W95J,CNO2NOON6418022A1G4U,Deployed,,475,04/26/12,,USD,
7,Desktop,49,,,Dell Pc OPT 390,CATALYST TRAVEL,436W95J,CNO2NOON6418022A0ESU,Deployed,,475,04/26/12,,USD,
7,Desktop,50,,,Dell Pc OPT 390,CATALYST TRAVEL,B88W95J,CNO2NOON6418022A0G5U,Deployed,,475,04/26/12,,USD,
7,Desktop,51,,,Dell Pc OPT 390,CATALYST TRAVEL,CF8W95J,CNO2NOON6418022A1JGU,Deployed,,475,04/26/12,,USD,
7,Desktop,52,,,Dell Pc OPT 390,CHALATI,C56W95J,CN02N00N6418022A100U,Deployed,,475,04/26/12,,USD,
7,Desktop,53,,,Dell Pc OPT 390,CHARLESTONE,316W95J,CN02N00N6418022A105U,Deployed,,475,04/26/12,,USD,
7,Desktop,54,,,Dell Pc OPT 390,CHARLESTONE(KPA),DZ5W95J,CN02N00N6418022A1A94,Deployed,,475,04/26/12,,USD,
7,Desktop,55,,,Dell Pc OPT 390,CHRONICLE TRAVEL,6B8W95J,CN02N00N6418022A108U,Deployed,,475,04/26/12,,USD,
7,Desktop,56,,,Dell Pc OPT 390,CHRONICLE TRAVEL,8M8W95J,CN02N00N6418022A1G8U,Deployed,,475,04/26/12,,USD,
7,Desktop,57,,,Dell Pc OPT 390,CHRONICLE TRAVEL,HG8W95J,CN02N00N6418022A0E1U,Deployed,,475,04/26/12,,USD,
7,Desktop,58,,,Dell Pc OPT 390,CHRONICLES KISUMU,JKHQW95J,CN02N00N6418022A13ZU,Deployed,,475,04/26/12,,USD,
7,Desktop,59,,,Dell Pc OPT 390,CITY SCAPE,G78W95J,CN02N00N6418022A0WAU,Deployed,,475,04/26/12,,USD,
7,Desktop,60,,,Dell Pc OPT 390,CLASSICAL TRAVEL & TOURS,5Z5W95J,CN02N00N6418022A19BU,Deployed,,475,04/26/12,,USD,
7,Desktop,61,,,Dell Pc OPT 390,COMTEC STORE,636W95J,CN02N00N6418022A13KU,Stock,,475,04/26/12,,USD,
7,Desktop,62,,,Dell Pc OPT 390,COMTEC STORE,G76W95J,CN02N00N6418022A1HYU,Stock,,475,04/26/12,,USD,
7,Desktop,63,,,Dell Pc OPT 390,COTTS TRAVEL,7J8W95J,CNO2NOON6418022A1OMU,Deployed,,475,04/26/12,,USD,
7,Desktop,64,,,Dell Pc OPT 390,COTTS TRAVEL,826W95J,CNO2NOON6418022A17QU,Deployed,,475,04/26/12,,USD,
7,Desktop,65,,,Dell Pc OPT 390,COTTS TRAVEL,BK8W95J,CNO2NOON6418022A1GTU,Deployed,,475,04/26/12,,USD,
7,Desktop,66,,,Dell Pc OPT 390,CRANE TRAVEL LTD,G86W95J,CNO2NOON6418022A0DRU,Deployed,,475,04/26/12,,USD,
7,Desktop,67,,,Dell Pc OPT 390,CRANE TRAVEL LTD,H78W95J,CNO2NOON6418022A0EUU,Deployed,,475,04/26/12,,USD,
7,Desktop,68,,,Dell Pc OPT 390,CRATER TRAVEL,FJ8W95J,CN02N00N6418022A141U,Deployed,,475,04/26/12,,USD,
7,Desktop,69,,,Dell Pc OPT 390,CROWN TOURS,6C8W95J,CN02N00N6418022A1HNU,Deployed,,475,04/26/12,,USD,
7,Desktop,70,,,Dell Pc OPT 390,CROWN TOURS,916W95J,CN02N00N6418022A1HHU,Deployed,,475,04/26/12,,USD,
7,Desktop,71,,,Dell Pc OPT 390,CROWN TOURS,F66W95J,CN02N00N6418022A12YU,Deployed,,475,04/26/12,,USD,
7,Desktop,72,,,Dell Pc OPT 390,DAYMU TRAVEL,7D8W95J,CN02N00N6418022A1G0U,Deployed,,475,04/26/12,,USD,
7,Desktop,73,,,Dell Pc OPT 390,DAYMU TRAVEL,9NHQ95J,CN02N00N6418022A1JNU,Deployed,,475,04/26/12,,USD,
7,Desktop,74,,,Dell Pc OPT 390,DEBONAIR TRAVEL,5B8W95J,CN02N00N6418022A19AU,Deployed,,475,04/26/12,,USD,
7,Desktop,75,,,Dell Pc OPT 390,DEBONAIR TRAVEL,DNHQ95J,CN02N00N6418022A13QU,Deployed,,475,04/26/12,,USD,
7,Desktop,76,,,Dell Pc OPT 390,DISCOUNT TOURS AND TRAVEL,288W95J,CN02N00N6418022A0VDU,Deployed,,475,04/26/12,,USD,
7,Desktop,77,,,Dell Pc OPT 390,DODOWORLD TRAVEL,398W95J,CN02N00N6418022A0FXU,Deployed,,475,04/26/12,,USD,
7,Desktop,78,,,Dell Pc OPT 390,DODOWORLD TRAVEL,8LHQ95J,CN02N00N6418022A1GVU,Deployed,,475,04/26/12,,USD,
7,Desktop,79,,,Dell Pc OPT 390,EAGLE,5K8W95J,CN02N00N6418022A1HXU,Deployed,,475,04/26/12,,USD,
7,Desktop,80,,,Dell Pc OPT 390,EAGLE,788W95J,CN02N00N6418022A104U,Deployed,,475,04/26/12,,USD,
7,Desktop,81,,,Dell Pc OPT 390,EAGLE,7PHQ95J,CN02N00N6418022A19QU,Deployed,,475,04/26/12,,USD,
7,Desktop,82,,,Dell Pc OPT 390,EAGLE,8B8W95,CN02N00N6418022A0W9U,Deployed,,475,04/26/12,,USD,
7,Desktop,83,,,Dell Pc OPT 390,EQUITORIAL TRAVELS LTD,4NHQ95J,CN02N00N6418022A13EU,Deployed,,475,04/26/12,,USD,
7,Desktop,84,,,Dell Pc OPT 390,EQUITORIAL TRAVELS LTD,DG8W95J,CN02N00N6418022A10CU,Deployed,,475,04/26/12,,USD,
7,Desktop,85,,,Dell Pc OPT 390,EXPRESS,1F8W95J,CN02N00N6418022A1AFU,Deployed,,475,04/26/12,,USD,
7,Desktop,86,,,Dell Pc OPT 390,EXPRESS,3K8WP5J,CN02N00N6418022A19NU,Deployed,,475,04/26/12,,USD,
7,Desktop,87,,,Dell Pc OPT 390,EXPRESS,816W95J,CN02N00N6418022A0EWU,Deployed,,475,04/26/12,,USD,
7,Desktop,88,,,Dell Pc OPT 390,EXPRESS,B98W95J,CN02N00N6418022A0EGU,Deployed,,475,04/26/12,,USD,
7,Desktop,89,,,Dell Pc OPT 390,EXPRESS,FG8W95J,CN02N00N6418022A103U,Deployed,,475,04/26/12,,USD,
7,Desktop,90,,,Dell Pc OPT 390,EXPRESS TRAVEL-KAREN MAIN OFFICE,6KHQ95J,CN02N006418022A0W3U,Deployed,,475,04/26/12,,USD,
7,Desktop,91,,,Dell Pc OPT 390,EXPRESS TRAVEL-KAREN MAIN OFFICE,988W95J,CN02N00N6418022A12VU,Deployed,,475,04/26/12,,USD,
7,Desktop,92,,,Dell Pc OPT 390,EXPRESS UNHCR OFFICE,6PHQ95J,CN02N00N6418022AOGCU,Deployed,,475,04/26/12,,USD,
7,Desktop,93,,,Dell Pc OPT 390,FAMOUS TRAVEL,2H8W95J,CN02N00N6418022A080U,Deployed,,475,04/26/12,,USD,
7,Desktop,94,,,Dell Pc OPT 390,FLY AIR LTD,286W95J,CN02N00N6418022A0FLU,Deployed,,475,04/26/12,,USD,
7,Desktop,95,,,Dell Pc OPT 390,FLY AIR LTD,416W95J,CN02N00N6418022A0MFU,Deployed,,475,04/26/12,,USD,
7,Desktop,96,,,Dell Pc OPT 390,FLY AIR LTD,GF8W95J,CN02N00N6418022A16CU,Deployed,,475,04/26/12,,USD,
7,Desktop,97,,,Dell Pc OPT 390,FOURWAYS,226W95J,CN02N00N6418022A0VAU,Deployed,,475,04/26/12,,USD,
7,Desktop,98,,,Dell Pc OPT 390,FURAHA TRAVEL,276W95J,CN02N00N6418022A0FAU,Deployed,,475,04/26/12,,USD,
7,Desktop,99,,,Dell Pc OPT 390,GALILEO KENYA,1KHQ95J,CN02N00N6418022A1GBU,Galileo Class Room,,475,04/26/12,,USD,
7,Desktop,100,,,Dell Pc OPT 390,GALILEO KENYA,2F8W95J,CN02N00N6418022A0WLU,Galileo Class Room,,475,04/26/12,,USD,
7,Desktop,101,,,Dell Pc OPT 390,GALILEO KENYA,5NHQ95J,CN02N00N6418022A16AU,Galileo Class Room,,475,04/26/12,,USD,
7,Desktop,102,,,Dell Pc OPT 390,GALILEO KENYA,JF8W95J,CN02N00N6418022A0ZVU,Galileo Class Room,,475,04/26/12,,USD,
7,Desktop,103,,,Dell Pc OPT 390,GALILEO KENYA,JH8W95J,CN02N00N6418022A0W8U,Galileo Class Room,,475,04/26/12,,USD,
7,Desktop,104,,,Dell Pc OPT 390,GEORGE TOWN,896W95J,CN02N00N6418022A1J8U,Deployed,,475,04/26/12,,USD,
7,Desktop,105,,,Dell Pc OPT 390,GEORGE TOWN,8PHQ95J,CN02N00N6418022A19PU,Deployed,,475,04/26/12,,USD,
7,Desktop,106,,,Dell Pc OPT 390,GEORGE TOWN,HNHQ95J,CN02N00N6418022A1H3U,Deployed,,475,04/26/12,,USD,
7,Desktop,107,,,Dell Pc OPT 390,GLOBUS TOURS & TRAVEL,146W95J,CN02N00N6418022A1GGU,Deployed,,475,04/26/12,,USD,
7,Desktop,108,,,Dell Pc OPT 390,GLOBUS TOURS & TRAVEL,646W95J,CN02N00N6418022A1H9U,Deployed,,475,04/26/12,,USD,
7,Desktop,109,,,Dell Pc OPT 390,GLOBUS TOURS & TRAVEL,DQHQ95J,CN02N00N6418022A1HRU,Deployed,,475,04/26/12,,USD,
7,Desktop,110,,,Dell Pc OPT 390,GOING PLACES LTD,4M8W95J,CN02N00N6418022A1HZU,Deployed,,475,04/26/12,,USD,
7,Desktop,111,,,Dell Pc OPT 390,GOING PLACES LTD,BPHQ95J,CN02N00N6418022A1HDU,Deployed,,475,04/26/12,,USD,
7,Desktop,112,,,Dell Pc OPT 390,GOING PLACES LTD,F06W95J,CN02N00N6418022A1GHU,Deployed,,475,04/26/12,,USD,
7,Desktop,113,,,Dell Pc OPT 390,GOLDEN MBA,576W95J,CN02N00N6418022A10FU,Deployed,,475,04/26/12,,USD,
7,Desktop,114,,,Dell Pc OPT 390,GOLDEN MBA,BJHQ95J,CN02N00N6418022A1HPU,Deployed,,475,04/26/12,,USD,
7,Desktop,115,,,Dell Pc OPT 390,GOOD HOPE TRAVEL,7KHQ95J,CN02N00N6418022A10GU,Deployed,,475,04/26/12,,USD,
7,Desktop,116,,,Dell Pc OPT 390,GOOD HOPE TRAVEL,C46W95J,CN02N00N6418022A0DXU,Deployed,,475,04/26/12,,USD,
7,Desktop,117,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),456W95J,CN02N00N6418022A0EDU,Deployed,,475,04/26/12,,USD,
7,Desktop,118,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),596W95J,CN02N00N6418022AIJJU,Deployed,,475,04/26/12,,USD,
7,Desktop,119,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),6Z5W95J,CN02N00N6418022A13UU,Deployed,,475,04/26/12,,USD,
7,Desktop,120,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),CG8W95J,CN02N00N6418022A16NU,Deployed,,475,04/26/12,,USD,
7,Desktop,121,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),CLHQ95J,CN02N00N6418022A1A7U,Deployed,,475,04/26/12,,USD,
7,Desktop,122,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),D26W95J,CN02N00N6418022A0FBU,Deployed,,475,04/26/12,,USD,
7,Desktop,123,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),G16W85J,CN02N00N6418022A0F4U,Deployed,,475,04/26/12,,USD,
7,Desktop,124,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),G16W95J,CN02N00N6418022A19EU,Deployed,,475,04/26/12,,USD,
7,Desktop,125,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),G66W95J,CN02N00N6418022A0ZNU,Deployed,,475,04/26/12,,USD,
7,Desktop,126,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),H16W95J,CN02N00N6418022A102U,Deployed,,475,04/26/12,,USD,
7,Desktop,127,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE),JZ5W95J,CN02N00N6418022A10JU,Deployed,,475,04/26/12,,USD,
7,Desktop,128,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE) STRATHMORE,GD8W95J,CNO2NOON6418022A13FU,Deployed,,475,04/26/12,,USD,
7,Desktop,129,,,Dell Pc OPT 390,GOODHOPE TRAVEL(CORPORATE) TOWN BRANCH,7NHQ95J,CN02N00N6418022A19ZU,Deployed,,475,04/26/12,,USD,
7,Desktop,130,,,Dell Pc OPT 390,GREATTIMES TRAVEL,966W95J,CN02N00N6418022A1GFU,Deployed,,475,04/26/12,,USD,
7,Desktop,131,,,Dell Pc OPT 390,GREATTIMES TRAVEL,FC8W95J,CN02N00N6418022A1HMU,Deployed,,475,04/26/12,,USD,
7,Desktop,132,,,Dell Pc OPT 390,HABAHABA TRAVEL,878W95J,CN02N00N6418022A146U,Deployed,,475,04/26/12,,USD,
7,Desktop,133,,,Dell Pc OPT 390,HIGHLIGHT BCD,3H8W95J,CN02N00N6418022A1J6U,Deployed,,475,04/26/12,,USD,
7,Desktop,134,,,Dell Pc OPT 390,HIGHLIGHT BCD,516W95J,CN02N00N6418022A123U,Deployed,,475,04/26/12,,USD,
7,Desktop,135,,,Dell Pc OPT 390,HIGHLIGHT UN,9MHQ95J,CN02N00N6418022A0WHU,Deployed,,475,04/26/12,,USD,
7,Desktop,136,,,Dell Pc OPT 390,HIGHLIGHT UN,J78W95J,CN02N00N6418022A0FFU,Deployed,,475,04/26/12,,USD,
7,Desktop,137,,,Dell Pc OPT 390,IMPERIAL AIR SERVICES LTD,4L8W95J,CN02N00N6418022A1GWU,Deployed,,475,04/26/12,,USD,
7,Desktop,138,,,Dell Pc OPT 390,IMPERIAL AIR SERVICES LTD,HJHQ95J,CN02N00N6418022A1G1U,Deployed,,475,04/26/12,,USD,
7,Desktop,139,,,Dell Pc OPT 390,INCENTIVE TRAVEL,9G8W95J,CN02N00N6418022A0FCU,Deployed,,475,04/26/12,,USD,
7,Desktop,140,,,Dell Pc OPT 390,INCENTIVE TRAVEL,CK8W95J,CN02N00N6418022A1G5U,Deployed,,475,04/26/12,,USD,
7,Desktop,141,,,Dell Pc OPT 390,INCENTIVE TRAVEL,F56W95J,CN02N00N6418022A10QU,Deployed,,475,04/26/12,,USD,
7,Desktop,142,,,Dell Pc OPT 390,INTRA,678W95J,CN02N00N6418022A1GKU,Deployed,,475,04/26/12,,USD,
7,Desktop,143,,,Dell Pc OPT 390,INTRA OCEANIC,726W95J,CN02N00N6418022A0ZPU,Deployed,,475,04/26/12,,USD,
7,Desktop,144,,,Dell Pc OPT 390,INTRA OCEANIC,778W95J,CN02N00N6418022A1A4U,Deployed,,475,04/26/12,,USD,
7,Desktop,145,,,Dell Pc OPT 390,INTRA OCEANIC,G98W95J,CN02N00N6418022A1HWU,Deployed,,475,04/26/12,,USD,
7,Desktop,146,,,Dell Pc OPT 390,IZZAT TRAVEL,JLHQW95J,CN02N00N6418022A0EMU,Deployed,,475,04/26/12,,USD,
7,Desktop,147,,,Dell Pc OPT 390,JUBA/HILAL TRAVEL AGENCY,8L8W95J,CN02N00N6418022A0FQU,Deployed,,475,04/26/12,,USD,
7,Desktop,148,,,Dell Pc OPT 390,JUDETTE TRAVEL,406W95J,CN02N00N6418022A1JBU,Deployed,,475,04/26/12,,USD,
7,Desktop,149,,,Dell Pc OPT 390,JUDETTE TRAVEL,D88W95J,CN02N00N6418022A1A6U,Deployed,,475,04/26/12,,USD,
7,Desktop,150,,,Dell Pc OPT 390,KAMBO TOURS & TRAVEL,1LHQ95J,CN02N00N6418022A1HAU,Deployed,,475,04/26/12,,USD,
7,Desktop,151,,,Dell Pc OPT 390,KAMBO TOURS & TRAVEL,2B8W95J,CN02N00N6418022A081U,Deployed,,475,04/26/12,,USD,
7,Desktop,152,,,Dell Pc OPT 390,KAMBO TOURS & TRAVEL,J66W95J,CN02N00N6418022A1JMU,Deployed,,475,04/26/12,,USD,
7,Desktop,153,,,Dell Pc OPT 390,KARIBU TRAVEL,HK8W95J,CN02N00N6418022A16PU,Deployed,,475,04/26/12,,USD,
7,Desktop,154,,,Dell Pc OPT 390,KATE FREIGHT & TRAVEL,7C8W95J,CN02N00N6418022A0VMU,Deployed,,475,04/26/12,,USD,
7,Desktop,155,,,Dell Pc OPT 390,KATE FREIGHT & TRAVEL,936W95J,CN02N00N6418022A1ALU,Deployed,,475,04/26/12,,USD,
7,Desktop,156,,,Dell Pc OPT 390,KENT TOURS,2QHQ95J,CN02N00N6418022A0V9U,Deployed,,475,04/26/12,,USD,
7,Desktop,157,,,Dell Pc OPT 390,KENYA CHINA TRAVEL & TOURS,198W95J,CN02N00N6418022A10VU,Deployed,,475,04/26/12,,USD,
7,Desktop,158,,,Dell Pc OPT 390,KENYA CHINA TRAVEL & TOURS,GNHQ95J,CN02N00N6418022A0F0U,Deployed,,475,04/26/12,,USD,
7,Desktop,159,,,Dell Pc OPT 390,KILINDINI TRAVEL KPA,1G8W95J,CN02NOON6418022A15ZU,Deployed,,475,04/26/12,,USD,
7,Desktop,160,,,Dell Pc OPT 390,KILINDINI TRAVEL KPA,CZ5W95J,CN02NOON6418022A0GBU,Deployed,,475,04/26/12,,USD,
7,Desktop,161,,,Dell Pc OPT 390,LAKE TRAVEL,8QHQ95J,CN02N00N6418022A1J5U,Deployed,,475,04/26/12,,USD,
7,Desktop,162,,,Dell Pc OPT 390,LAKE TRAVEL,D56W95J,CN02N00N6418022A0DYU,Deployed,,475,04/26/12,,USD,
7,Desktop,163,,,Dell Pc OPT 390,LONG REN/BAMBOO HUT,DPHQ95J,CN02N00N6418022A1HLU,Deployed,,475,04/26/12,,USD,
7,Desktop,164,,,Dell Pc OPT 390,LONGROCK,3NHQ95J,CN02N00N6418022A1FWU,Deployed,,475,04/26/12,,USD,
7,Desktop,165,,,Dell Pc OPT 390,LOOKOUT TRAVEL,3QHQ95J,CN02N00N6418022A1GZU,Deployed,,475,04/26/12,,USD,
7,Desktop,166,,,Dell Pc OPT 390,MANIAGO TRAVEL & CRUISE,206W95J,CN02N00N6418022A0F6U,Deployed,,475,04/26/12,,USD,
7,Desktop,167,,,Dell Pc OPT 390,MANIAGO TRAVEL & CRUISE,8NHQ95J,CN02N00N6418022A12QU,Deployed,,475,04/26/12,,USD,
7,Desktop,168,,,Dell Pc OPT 390,MANTRA,388W95J,CN02N00N6418022A0GFU,Deployed,,475,04/26/12,,USD,
7,Desktop,169,,,Dell Pc OPT 390,MANTRA,J06W95J,CN02N00N6418022A10HU,Deployed,,475,04/26/12,,USD,
7,Desktop,170,,,Dell Pc OPT 390,MASAABA TRAVEL,3J8W95J,CN02N00N6418022A148U,Deployed,,475,04/26/12,,USD,
7,Desktop,171,,,Dell Pc OPT 390,MASAABA TRAVEL,DMHQ95J,CN02N00N6418022A0E6U,Deployed,,475,04/26/12,,USD,
7,Desktop,172,,,Dell Pc OPT 390,MASAABA TRAVEL,F26W95J,CN02N00N6418022A199U,Deployed,,475,04/26/12,,USD,
